omega2 r U0 U1 U2 U3 U4 U5 U6 U7 U8 U9 U10 U11
nan 0.08310000000000006 0.6467628106566393 0.0018156804523216193 0.0003988335258984349 0.00017611183455788534 5.820174466980129e-05 -3.160345332162533e-05 -0.0001093841513444816 -0.0001775966387438728 -0.00023235990854955456 -0.0002711112686186472 -0.000289549232956151 -0.0002814582082834476 
nan 0.08410000000000006 0.6572733073259572 0.0017579816819750526 0.00037910773536881017 0.00015966246869122613 4.1720209353732816e-05 -4.8906252784391234e-05 -0.00012731836248999217 -0.0001954511259840603 -0.0002488675986771054 -0.00028488142846480347 -0.0002990624794238086 -0.0002852621675667577 
nan 0.08510000000000006 0.6676458729133471 0.0016952485814824398 0.0003579461381565262 0.00014223330305524956 2.4445472399441736e-05 -6.686089902636982e-05 -0.00014573682770196078 -0.00021356780017082883 -0.000265350766724972 -0.0002982881561383855 -0.0003078485561474589 -0.0002880065892676856 
nan 0.08610000000000007 0.6778772020446425 0.0016274082809550276 0.0003353322852766829 0.00012381811722743133 6.3791001550232674e-06 -8.545694360542798e-05 -0.00016461844348290117 -0.0002319136347516967 -0.00028176512932637644 -0.00031127896028473493 -0.0003158532025171051 -0.00028964591179335956 
nan 0.08710000000000007 0.6879642114411632 0.001554390005648255 0.0003112504936902368 0.0001044114074920232 -1.2476519277305858e-05 -0.00010468296729280439 -0.0001839410330405194 -0.0002504545844600679 -0.00029806574047500057 -0.00032380146918536235 -0.0003230235741101745 -0.00029013774888509954 
nan 0.08810000000000007 0.69790403267504 0.0014761250034122087 0.00028568582811622835 8.400837544423642e-05 -3.211818702825931e-05 -0.0001245265963915504 -0.00020368137609162046 -0.00026915563960303664 -0.00031420708152840154 -0.000335803564034157 -0.0003293084151378261 -0.0002894430741997219 
nan 0.08910000000000007 0.7076940049509075 0.0013925464725953133 0.00025862408302601884 6.26049167342676e-05 -5.254190438130954e-05 -0.00014497451913668224 -0.0002238152389563894 -0.00028798088076051483 -0.00033014315128625737 -0.0003472335108627835 -0.00033465822617340904 -0.00028752639514394076 
nan 0.09010000000000007 0.7173316679370957 0.001303589490635995 0.00023005176488772886 4.019760999940879e-05 -7.374288358341915e-05 -0.00016601250213654631 -0.0002443174048976454 -0.0003068935338318666 -0.00034582755603823026 -0.0003580400909400737 -0.00033902542690502155 -0.0002843559156713693 
nan 0.09110000000000007 0.726814754669806 0.0012091909435235177 0.00019995607471262023 1.6783706019917305e-05 -9.571555851675692e-05 -0.00018762540682726623 -0.0002651617046727201 -0.00032585602537997077 -0.00036121359949065003 -0.00036817272948634676 -0.0003423645136751203 -0.0002799036877837472 
nan 0.09210000000000007 0.7361411845458131 0.0011092894563224857 0.0001683248909605495 -7.638882860792714e-06 -0.00011845359519658483 -0.00020979720590739198 -0.00028632104726148425 -0.0003448300382198377 -0.0003762543724809745 -0.0003775816225481735 -0.0003446322115839703 -0.0002741457515082506 
nan 0.09310000000000007 0.7453090564186817 0.0010038253249326356 0.0001351467528544252 -3.307159301684832e-05 -0.00014194990206641732 -0.00023251099972657136 -0.00030776745074183656 -0.00036377656720797266 -0.0003909028423995844 -0.0003862178618924638 -0.000345787620953054 -0.0002670622631538832 
nan 0.09410000000000007 0.7543166418186302 0.0008927404491436454 0.00010041084411905201 -5.95152195128789e-05 -0.0001661966400857178 -0.0002557490326257324 -0.00032947207330694827 -0.00038265597521003585 -0.0004051119422570028 -0.00039403355779435824 -0.0003457923579594287 -0.00025863761166960823 
nan 0.09510000000000007 0.7631623783040262 0.0007759782671197909 6.410697718445344e-05 -8.696992574096091e-05 -0.00019118523258680864 -0.00027949270920809774 -0.0003514052444013833 -0.00040142804920937524 -0.0004188346593238797 -0.00040098195958994224 -0.0003446106892609028 -0.0002488605229552525 
