omega2 nn r U0 U1 U2 U3 U4 U5 U6 U7 U8 U9 U10 U11 U12 U13 U14 U15 U16 U17 U18 U19 U20 U21 U22 U23 U24 U25 U26 U27 U28 U29 U30 U31 U32
nan nan 0.4331000000000004 17.92496624996105 -0.053806106425689615 -0.5705499825066622 2.010620037296024 0.0020603380866471162 -0.39778129592704886 -0.23286580582657965 -0.12510670191044768 -0.06407688145926027 -0.03166322671919234 -0.014967285651845267 -0.006495199236205372 -0.002227895223133011 -8.639889967258043e-05 0.000986313988942215 0.0004497937084006124 0.0001816564532208359 4.761854012649382e-05 -1.9392738869103128e-05 1.4112260705546125e-05 3.086524065754338e-05 3.924185067182482e-05 4.3430185238835436e-05 4.552436023118891e-05 4.447727190872553e-05 4.500081582354962e-05 4.47390440218386e-05 4.4869930014675745e-05 4.4935372761820945e-05 4.4902651664739306e-05 4.4919012631704325e-05 4.491083209729858e-05 4.490674172081598e-05 
nan nan 0.4341000000000004 18.675026102495153 -0.05447067194987715 -0.5891092313626157 2.0861726849120577 0.0021306196765348362 -0.411263773534647 -0.24091165953551305 -0.12947040037543112 -0.0663231042326184 -0.032776795297565976 -0.015495420326560518 -0.006725760145634068 -0.002308444928173577 -9.163565068397025e-05 0.0010188107122310827 0.0004634172733403199 0.00018584825523305164 4.709566443762769e-05 -2.2272652513150686e-05 1.2410840960228171e-05 2.975308667853883e-05 3.842433428012674e-05 4.2759988801013496e-05 4.4927824071575754e-05 4.384390557843393e-05 4.4385864569302925e-05 4.4114885234889106e-05 4.425037499727372e-05 4.4318119620454036e-05 4.4284247595077644e-05 4.4301184040906424e-05 4.429271576527749e-05 4.428848151433965e-05 
nan nan 0.4351000000000004 19.458777741663233 -0.055144889771036903 -0.6083282356504547 2.164794707659675 0.002203616510154944 -0.42524397090964294 -0.24925979983550425 -0.133999434891292 -0.0686547775085493 -0.03393279946858094 -0.016043686372435927 -0.00696509744931148 -0.002392042357880442 -9.704293788290693e-05 0.0010525787143148264 0.00047759094096984334 0.00019022977335898916 4.658236192970181e-05 -2.5233051855865326e-05 1.0673963906994855e-05 2.862799037408119e-05 3.760513325097558e-05 4.209373661832649e-05 4.4338046625967086e-05 4.3215890731416955e-05 4.377696841331848e-05 4.349642973890575e-05 4.363669917460661e-05 4.3706833625373597e-05 4.367176669629808e-05 4.3689300609255094e-05 4.368053359820229e-05 4.367614997556202e-05 
nan nan 0.4361000000000004 20.277848617443585 -0.055828948585288245 -0.628232714178172 2.246621224966796 0.0022794413340494744 -0.43974196499089324 -0.2579226171479646 -0.13870063532704216 -0.07107544480984246 -0.03513300245860978 -0.016612921193357406 -0.0072135765427503214 -0.002478814606698903 -0.0001026281281183873 0.0010876706367646304 0.0004923373365878014 0.00019480863380862452 4.607876152960323e-05 -2.8277556046693553e-05 8.899884387459542e-06 2.74891436166563e-05 3.678390798112894e-05 4.143132335185167e-05 4.375503968816375e-05 4.259318059505638e-05 4.317410986617104e-05 4.288364540287483e-05 4.3028877736459926e-05 4.310149362675091e-05 4.306518598839446e-05 4.3083340271856306e-05 4.3074263073620025e-05 4.3069724353244565e-05 
nan nan 0.4371000000000004 21.133950757199017 -0.056523041902367545 -0.6488494856942449 2.3317938053441956 0.002358212009844569 -0.45477871806707465 -0.26691305621222594 -0.1435811392490395 -0.07358880985248852 -0.03637924734112781 -0.01720400014680707 -0.007471579388954605 -0.002568894532505022 -0.00010839892174063751 0.0011241415096085005 0.0005076801123872843 0.00019959280934276396 4.558499865257737e-05 -3.140994775062742e-05 7.086778727364072e-06 2.633570226442449e-05 3.596030410421919e-05 4.077263952524685e-05 4.317881622742726e-05 4.197572691575186e-05 4.257727128567386e-05 4.2276499278911176e-05 4.242688538780291e-05 4.2502078155968e-05 4.2464482089558586e-05 4.248328060352141e-05 4.2473881288029306e-05 4.24691815047231e-05 
nan nan 0.4381000000000004 22.028885490851497 -0.05722736819451095 -0.6702065203948496 2.420460799716866 0.0024400517667756945 -0.4703761203847224 -0.27624464310936725 -0.1486484070163225 -0.07619874442902007 -0.0376734609721549 -0.01781783841591408 -0.007739505335904555 -0.0026624210410253085 -0.00011436336903447536 0.0011620488692555126 0.0005236439981708954 0.00020459063640628617 4.5101215550268614e-05 -3.463418119134011e-05 5.232740888912561e-06 2.5166784411378133e-05 3.513395178984515e-05 4.011757134831465e-05 4.26093904742818e-05 4.136347991360391e-05 4.198643489712116e-05 4.16749575897209e-05 4.1830696352641156e-05 4.190856543766509e-05 4.186963122413026e-05 4.1889098828766004e-05 4.18793649658547e-05 4.187449790437003e-05 
nan nan 0.4391000000000004 22.964548462725027 -0.05794213105330775 -0.6923329941420917 2.512777693700873 0.0025250894680443497 -0.48655703504518377 -0.2859315137522164 -0.15391023769894283 -0.07890929672269408 -0.03901765814103806 -0.018455392984003945 -0.008017771978815385 -0.002759539385838245 -0.00012052988755557534 0.0012014528828774146 0.000540254854841284 0.00020981083319724435 4.46275616751313e-05 -3.7954390637614916e-05 3.335778409636903e-06 2.3981468538948545e-05 3.430446500157321e-05 3.946600052820659e-05 4.204677800832126e-05 4.0756388231919344e-05 4.1401582811944246e-05 4.1078985712682195e-05 4.124028437538509e-05 4.1320933399752954e-05 4.128060922828772e-05 4.130077182966134e-05 4.129069046621772e-05 4.128564964982501e-05 
nan nan 0.4401000000000004 23.942934945056752 -0.058667539351796395 -0.7152593454589727 2.6089074796213216 0.002613459891486986 -0.5033453452588328 -0.29598844388888956 -0.1593747858468231 -0.08172470006716412 -0.04041394594395384 -0.019117664715170922 -0.008306816068711016 -0.0028604014844926225 -0.00012690728039797282 0.001242416479473473 0.0005575397307658712 0.00021526251870699324 4.416419406462061e-05 -4.137489934553191e-05 1.3938081232663385e-06 2.277879156850312e-05 3.3471440715273105e-05 3.881780407068436e-05 4.149099585093477e-05 4.0154398884204484e-05 4.0822697047570925e-05 4.048854816327168e-05 4.0655622722492844e-05 4.073915968416399e-05 4.069739155624473e-05 4.071827615430847e-05 4.070783379027235e-05 4.070261246876119e-05 
nan nan 0.4411000000000004 24.966145471267655 -0.059403807411249156 -0.7390173354260644 2.7090210493343205 0.0027053040252711293 -0.5207660040688143 -0.30643088069374536 -0.16505057915113677 -0.08464938217376275 -0.04186452839121949 -0.019805700546159415 -0.00860709446962313 -0.0029651662515466845 -0.00013350475543888197 0.001285005487952622 0.0005755269211596625 0.0002209552327802258 4.3711277746562026e-05 -4.4900228978752165e-05 -5.953483478699234e-07 2.1557746810196387e-05 3.263445809621947e-05 3.817285407135307e-05 4.094206256360762e-05 3.955745719893209e-05 4.0249759548959326e-05 3.990360857821476e-05 4.00766841848124e-05 4.0163221658790174e-05 4.011995328739059e-05 4.0141588026377286e-05 4.013077058954463e-05 4.0125361726625025e-05 
nan nan 0.4421000000000004 26.036391813345546 -0.06015115517542899 -0.7636401107265762 2.8132976094711646 0.002800769379822756 -0.5388450867474633 -0.31727497607462674 -0.1709465370702419 -0.08768797486402914 -0.0433717112672064 -0.02052059579849636 -0.008919085168321765 -0.0030739999498884943 -0.00014033194564135187 0.0013292887827941 0.0005942460307263291 0.0002268989572747119 4.3268986165324565e-05 -4.853510954735115e-05 -2.6339693493208406e-06 2.0317281797780598e-05 3.1793077629574534e-05 3.7531017493986874e-05 4.039999835017e-05 3.896550675982838e-05 3.9682752209865756e-05 3.932412969626313e-05 3.950344107860425e-05 3.959309642862835e-05 3.954826913237418e-05 3.957068335372125e-05 3.9559476173282e-05 3.955387243335296e-05 
nan nan 0.4431000000000004 27.156003323981437 -0.0609098083913138 -0.7891622699758413 2.9219251202998398 0.002900010316779674 -0.5576098459890327 -0.3285376217781223 -0.17707199046672784 -0.09084532433202876 -0.04493790725516711 -0.021263496616744194 -0.009243288339143002 -0.003187076561229992 -0.0001473989304653934 0.0013753384376581853 0.0006137280397179392 0.0002331041383755847 4.2837501630896946e-05 -5.228448988946997e-05 -4.72443821095754e-06 1.9056296004882713e-05 3.0946840203054956e-05 3.689215593639804e-05 3.986482516426908e-05 3.837848934254339e-05 3.9121656894915836e-05 3.875007333756552e-05 3.893586524626236e-05 3.902876084717621e-05 3.8982313439162477e-05 3.900553773710473e-05 3.899392551584625e-05 3.8988119250097115e-05 
nan nan 0.4441000000000004 28.32743366825431 -0.061679998797109434 -0.815619933541719 3.035100759741378 0.0030031883960574134 -0.577088770075736 -0.34023648640712495 -0.18343670231997633 -0.09412650197024731 -0.04656564134387773 -0.022035602540923533 -0.009580227467430756 -0.003304578176998994 -0.00015471625845869789 0.0014232298874541569 0.0006340053736311993 0.0002395817101375103 4.241701579196566e-05 -5.615354873079746e-05 -6.869248540340812e-06 1.7773638434818362e-05 3.0095266138367562e-05 3.625612538269122e-05 3.933656682203452e-05 3.77963448471107e-05 3.8566455462167096e-05 3.8181400381178874e-05 3.837392805635107e-05 3.847019152773201e-05 3.842206019870892e-05 3.8446126478687133e-05 3.843409326378971e-05 3.8428076495597534e-05 
nan nan 0.4451000000000004 29.553267967260375 -0.06246196431575599 -0.8430508169823258 3.153031413781795 0.0031104727418209154 -0.5973116441368352 -0.3523900544311113 -0.19005088956037636 -0.09753681578346635 -0.048257556528356976 -0.02283816921895559 -0.009930450534150469 -0.0034266954105187605 -0.0001622949710769709 0.001473042099236655 0.0006551119767006647 0.000246343119309929 4.200773013556989e-05 -6.014770634560931e-05 -9.071009803588168e-06 1.6468105079942075e-05 2.9237854170701023e-05 3.5622775942833965e-05 3.881524912169053e-05 3.721901122753851e-05 3.801712978771047e-05 3.761807074216467e-05 3.7817600404454006e-05 3.791736485611976e-05 3.7867483051740516e-05 3.789242459177905e-05 3.78799537441269e-05 3.787371815371155e-05 
nan nan 0.4461000000000004 30.836230385585818 -0.0632559492573668 -0.8714943084154444 3.2759341953706502 0.003222040428907262 -0.6183096147605404 -0.3650176673542207 -0.1969252461175428 -0.10108182243889245 -0.05001641982877186 -0.023672511270597375 -0.010294531266686675 -0.0035536278322205826 -0.00017014662783701627 0.001524857752650732 0.0006770833894973095 0.00025340035154794845 4.160985651304395e-05 -6.427263687107928e-05 -1.1332453219743388e-05 1.5138436237387478e-05 2.8374080369555666e-05 3.499195157603996e-05 3.830089996821798e-05 3.664642441583205e-05 3.747366179001254e-05 3.706004334577126e-05 3.7266852712436406e-05 3.737025700249147e-05 3.731855529429015e-05 3.7344406809509677e-05 3.7331480971434384e-05 3.732501787972981e-05 
nan nan 0.4471000000000004 32.17919219169357 -0.06406220453041796 -0.9009915500340625 3.4040369935365615 0.0033380768908843213 -0.6401152581475102 -0.37813956716439767 -0.20407096725236826 -0.10476733998926015 -0.05184512864592399 -0.02454000531163407 -0.010673070459654644 -0.003685584429222224 -0.0001782833328790963 0.0015787634304791315 0.0006999568308708014 0.0002607659590897586 4.1223617694409634e-05 -6.853428131204689e-05 -1.3656437986160128e-05 1.3783313673522739e-05 2.7503396998155142e-05 3.436348979766792e-05 3.7793549503999285e-05 3.60785182407653e-05 3.693603345462367e-05 3.6507276099173866e-05 3.6721654926669195e-05 3.6828843932793244e-05 3.677524988254175e-05 3.680204759298251e-05 3.67886486543512e-05 3.678194900604906e-05 
nan nan 0.4481000000000004 33.58518031818821 -0.06488098785933573 -0.9315855239078098 3.537579054174977 0.0034587763506560175 -0.6627626519412623 -0.3917769421552511 -0.21149977522568608 -0.10859946129687768 -0.05374671746737909 -0.025442093145041107 -0.011066697368661541 -0.0038227840902932647 -0.00018671776299591188 0.0016348498197179357 0.000723771284419743 0.00026845308996399327 4.084924795425033e-05 -7.293886126339948e-05 -1.6045957846963248e-05 1.2401357632605146e-05 2.6625231310697918e-05 3.373722137078113e-05 3.7293230247534394e-05 3.551522434301845e-05 3.640422686110474e-05 3.595972586250666e-05 3.6181976517008434e-05 3.629310142171831e-05 3.623753943879657e-05 3.626532114073509e-05 3.625143020329184e-05 3.624448454901172e-05 
nan nan 0.4491000000000004 35.05738645809359 -0.06571256401051108 -0.963321142379546 3.676811594755789 0.003584342275214487 -0.6862874509980846 -0.405951975289541 -0.21922394639858306 -0.11258456820843087 -0.055724364949154205 -0.026380285130979134 -0.011476071182200598 -0.003965456118012037 -0.00019546319723369975 0.0016932119239271403 0.0007485675898102069 0.0002764755188344022 4.048699368998724e-05 -7.74928934023605e-05 -1.8504148030274275e-05 1.0991123677251702e-05 2.5738984281717017e-05 3.3112969979961936e-05 3.679997723948535e-05 3.4956472085107214e-05 3.587822421101398e-05 3.541734841782091e-05 3.564778647526779e-05 3.576300506593666e-05 3.5705396257324314e-05 3.57342013982795e-05 3.571979873814206e-05 3.571259721567938e-05 
nan nan 0.4501000000000004 36.599176735535714 -0.06655720502842206 -0.9962453433758668 3.8219984553134174 0.003714987856208186 -0.7107269673688371 -0.4206878952799804 -0.22725633986333688 -0.11672934653245509 -0.05778140139893277 -0.02735616374798923 -0.011901882577082286 -0.004113840769995402 -0.0002045335481749902 0.0017539492876350513 0.0007743885392770227 0.00028484767959423757 4.0137114073974807e-05 -8.220320480475039e-05 -2.103429258052663e-05 9.551099348271116e-06 2.4844029262029236e-05 3.2490551885330406e-05 3.6313828195732354e-05 3.440218845491994e-05 3.535800785620352e-05 3.488009843500175e-05 3.511905331232524e-05 3.5238530296796604e-05 3.517879230926735e-05 3.5208662066905306e-05 3.519372709511244e-05 3.518625940971156e-05 
nan nan 0.4511000000000004 38.21410198706979 -0.06741519048068417 -1.0304071908625327 3.9734167877734934 0.0038509365176799433 -0.7361202547027978 -0.43600903052645107 -0.2356104276842738 -0.12104080186129929 -0.059921316681788496 -0.028371387355392737 -0.01234485536177588 -0.004268189830723178 -0.00021394339498997266 0.00181716623342927 0.0008012789795805363 0.00029358469980319304 3.97998817423485e-05 -8.707694912723008e-05 -2.3639832105409657e-05 8.079700635554233e-06 2.3939710558588963e-05 3.1869775556891246e-05 3.583482366897028e-05 3.385229796368893e-05 3.484356032860315e-05 3.4347929435645894e-05 3.459574505495381e-05 3.471965239363204e-05 3.465769924770976e-05 3.4688676612867856e-05 3.4673187833867036e-05 3.4665443237464575e-05 
nan nan 0.4521000000000004 39.90590869529891 -0.06828680771267073 -1.0658579807540847 4.131357786081059 0.0039924224526655516 -0.7625081973440754 -0.4519408660858893 -0.24430032684831177 -0.12552627629002522 -0.06214776857468399 -0.029427694169410594 -0.012805748213130996 -0.004428767215861161 -0.00022370801836676604 0.001882972112523506 0.0008292859197580865 0.0003027024370813129 3.947558352267173e-05 -9.212162370965571e-05 -2.6324371963483385e-05 6.5752682480249455e-06 2.3025341933270873e-05 3.125044128774451e-05 3.53630072191364e-05 3.330672253780946e-05 3.433486437134367e-05 3.3820793754532735e-05 3.4077829242118866e-05 3.4206346497472645e-05 3.4142088412681174e-05 3.417421827674541e-05 3.415815324470388e-05 3.415012051408364e-05 
nan nan 0.4531000000000004 41.67855062078146 -0.0691723521128116 -1.1026513526314359 4.296127459881782 0.004139691190558123 -0.7899336044274935 -0.46851010387410635 -0.2533408330377968 -0.13019346609139107 -0.0644645915993574 -0.030526906467109396 -0.013285356512644125 -0.004595849611228719 -0.00023384343744499135 0.0019514815696896268 0.0008584586450524517 0.0003122175175887368 3.916452120259929e-05 -9.734508765863897e-05 -2.9091690921903376e-05 5.036063669040426e-06 2.2100205014884516e-05 3.0632340784420215e-05 3.489842559290836e-05 3.276538140375567e-05 3.383190297096371e-05 3.3298642498185804e-05 3.3565272920362235e-05 3.369858762483939e-05 3.3631930835746614e-05 3.3665260082631915e-05 3.364859535544625e-05 3.36402627692434e-05 
nan nan 0.4541000000000004 43.536201176917345 -0.07007212738750207 -1.140843407548329 4.46804745426606 0.004293000196886206 -0.8184413092295297 -0.4857447262687892 -0.2627474563221408 -0.13505044039783093 -0.0668758063591394 -0.031670935030354265 -0.013784514287595044 -0.0047697271482642 -0.0002443664488589987 0.002022814823324828 0.0008888488373488003 0.0003221473767038124 3.886701234263377e-05 -0.00010275558096395373 -3.1945750308538797e-05 3.4602649866371746e-06 2.1163547620657385e-05 3.001525673399349e-05 3.4441128913638856e-05 3.222819096660517e-05 3.3334659391639275e-05 3.278142550124987e-05 3.305804263910558e-05 3.319635068251089e-05 3.31271972450415e-05 3.316177484803781e-05 3.314448593891058e-05 3.313584125339931e-05 
nan nan 0.4551000000000004 45.48326660379254 -0.07098644584847273 -1.180492832391482 4.647455919003339 0.004452619507928188 -0.848078274170347 -0.5036740633688741 -0.27253645891197464 -0.14010566096579166 -0.06938562941740009 -0.03286178384772117 -0.014304096264897563 -0.004950704118719074 -0.00025529466804992493 0.0020970979617843605 0.0009205107026054636 0.00033251030206256805 3.858339113486274e-05 -0.00010836174472643895 -3.489070369686595e-05 1.8459624803751893e-06 2.021458197900621e-05 2.9398962344833862e-05 3.3991170881097657e-05 3.169506468028434e-05 3.284311721017725e-05 3.2269091279110395e-05 3.255610444445687e-05 3.2699610481923395e-05 3.2627858069374944e-05 3.266373519314182e-05 3.2645796519583956e-05 3.2636826943178034e-05 
nan nan 0.4561000000000004 47.52439999394942 -0.07191562871188488 -1.221661031139224 4.834708430264799 0.004618832402150021 -0.8788937017774214 -0.5223288641150854 -0.2827248950923858 -0.14536800308386996 -0.07199848374843958 -0.03410155508905956 -0.014845020044086646 -0.0051390997308159445 -0.00026664657297507645 0.0021744632569079643 0.0009535011056780808 0.00034332547909500587 3.8314009311142616e-05 -0.00011417264255991573 -3.793090715316433e-05 1.9115395174959412e-07 1.9252482848814227e-05 2.8783220860330667e-05 3.3548608982424965e-05 3.11659129099073e-05 3.235726035266154e-05 3.17615869773861e-05 3.2059423872279824e-05 3.220834175402847e-05 3.21338834421934e-05 3.2171113550201726e-05 3.2152498380311344e-05 3.214319054670276e-05 
nan nan 0.4571000000000004 49.66451622783419 -0.0728600064090799 -1.2644122634071266 5.030178968129064 0.0047919361106685135 -0.9109391519573549 -0.5417413714993858 -0.29333065346466786 -0.15084677769291685 -0.07471900979499534 -0.03539245436899524 -0.015408248396562789 -0.0053352489093491 -0.00027844155035767934 0.0022550494957684054 0.00098787971297949 0.00035461303920780355 3.8059237103983334e-05 -0.00012019778323701786 -4.10709300793391e-05 -1.5062602168655408e-06 1.8276385529323668e-05 2.8167785044276103e-05 3.3113504715263926e-05 3.0640642786033274e-05 3.187707313314785e-05 3.125885831840512e-05 3.156796594077933e-05 3.1722519164933095e-05 3.164524320569353e-05 3.168388217343103e-05 3.166456256929031e-05 3.165490250914699e-05 
nan nan 0.4581000000000004 51.90880788245426 -0.0738199189095564 -1.308813790724204 5.234260953532568 0.004972242569212097 -0.9442686659678032 -0.5619454021198872 -0.30437250164211854 -0.15655175479469785 -0.07755207717074591 -0.03673679631766498 -0.015994791699088698 -0.00553950314251063 -0.00029069994463794437 0.0023390023317962478 0.0010237091434716222 0.00036639411078099617 3.7819464263424523e-05 -0.00012644714465776915 -4.431556668914244e-05 -3.2484822919824334e-06 1.7285383753668164e-05 2.755239663606365e-05 3.2685923823796524e-05 3.011915805028332e-05 3.140254029448989e-05 3.076084954442649e-05 3.108169514252539e-05 3.124211733232462e-05 3.116190691504675e-05 3.1202013149323824e-05 3.118195990734575e-05 3.1171933018484084e-05 
nan nan 0.4591000000000004 54.262762185844835 -0.07479571605869469 -1.3549360310988023 5.447368348979185 0.005160079214569323 -0.9789388975724614 -0.5829764303943338 -0.3158701335767329 -0.16249318824197836 -0.0805027970543012 -0.03813701048082904 -0.016605710511216447 -0.00575223137881124 -0.0003034431098212026 0.002426474656676526 0.0010610551285889565 0.000378690873180441 3.75951011329025e-05 -0.0001329311992372921 -4.7669848164488045e-05 -5.037822729321649e-06 1.6278527456620704e-05 2.6936785772489333e-05 3.226593654757614e-05 2.9601358890656797e-05 3.0933647050413714e-05 3.026750335633564e-05 3.060057543483804e-05 3.0767110841700387e-05 3.0683843841706625e-05 3.072547840642352e-05 3.0704660994467856e-05 3.06942520104099e-05 
nan nan 0.4601000000000004 56.7321790876573 -0.07578775792917264 -1.4028527223116274 5.669936826914268 0.005355789828082979 -1.0150092517761107 -0.6048716776949197 -0.3278442196666122 -0.1686818419890671 -0.08357653531433086 -0.03959564756826994 -0.01724211830491169 -0.0059738209769730774 -0.0003166934643885701 0.0025176269942120966 0.0010999866816078388 0.00039152661396039636 3.738657978852142e-05 -0.00013966094079317584 -5.113905552991745e-05 -6.8767060415140795e-06 1.5254820410352245e-05 2.6320670375260026e-05 3.1853617884915746e-05 2.908714176697909e-05 3.0470379129935567e-05 2.9778760848577198e-05 3.0124570229462727e-05 3.0297474263414255e-05 3.0211022976769897e-05 3.025424972552674e-05 3.0232636216594637e-05 3.0221829173414514e-05 
nan nan 0.4611000000000004 59.32319052468014 -0.07679641518683528 -1.4526410944726293 5.902425010251611 0.005559735429200549 -1.0525420316155447 -0.627670206716409 -0.34031645982121 -0.17512901789606555 -0.08677892641256786 -0.041115386072754466 -0.01790518435611271 -0.006204678712184404 -0.00033047454946629606 0.002612627917559301 0.001140576277065989 0.00040492578946019767 3.719435524561727e-05 -0.0001466479130286434 -5.472873329134539e-05 -8.767677014302456e-06 1.421321771958532e-05 2.5703755501845235e-05 3.1449047871594e-05 2.8576399225680057e-05 3.0012722824104038e-05 2.9294561439915366e-05 2.9653642381321583e-05 2.983318217042323e-05 2.9743413034225606e-05 2.978829875018143e-05 2.976585575248545e-05 2.9754633953843427e-05 
nan nan 0.4621000000000004 62.04228096931843 -0.07782206947266453 -1.5043820524704605 6.145315790140901 0.00577229522253785 -1.0916025935575804 -0.651413021437272 -0.3533096396882053 -0.18184658519400143 -0.09011588813837956 -0.04269903928514478 -0.018596136809407134 -0.006445231842608864 -0.00034481109047921775 0.0027116544914497762 0.0011829000409259356 0.00041891408902907133 3.7018906736895146e-05 -0.00015390423972209564 -5.844470389223468e-05 -1.0713407295677945e-05 1.3152623166065032e-05 2.508573265677378e-05 3.105231187557045e-05 2.806901970279938e-05 2.9560665034860126e-05 2.8814842799366712e-05 2.9187754175909928e-05 2.93742091564157e-05 2.928098245371755e-05 2.932759699713235e-05 2.9304289580325e-05 2.9292635560580764e-05 
nan nan 0.4631000000000004 64.8963093502746 -0.07886511380072435 -1.5581603688840093 6.399117725945362 0.005993867601732921 -1.132259512016157 -0.6761431730115329 -0.36684769023426195 -0.18884701171219578 -0.09359363722573735 -0.04434956272989461 -0.019316265926421775 -0.006695929239837708 -0.00035972906250126153 0.0028148927409286564 0.0012270379521405745 0.0004335185031016007 3.6860739066897006e-05 -0.00016144265672713166 -6.22930830368734e-05 -1.2716702380409995e-05 1.2071886393496839e-05 2.4466279061328664e-05 3.0663500909064885e-05 2.756488731487314e-05 2.9114193326520055e-05 2.8339540767384902e-05 2.8726867315630067e-05 2.8920529854719657e-05 2.8823699403165454e-05 2.8872115867086034e-05 2.884790748441635e-05 2.8835802969706264e-05 
nan nan 0.4641000000000004 67.89253244862866 -0.07992595297432493 -1.6140648880945032 6.6643665333841655 0.006224871214138951 -1.1745847536348406 -0.7019058720128554 -0.380955750918423 -0.19614339699341296 -0.09721870591547714 -0.04607006205089971 -0.020066927531024216 -0.006957242587844661 -0.00037525575956717626 0.0029225381484992738 0.0012730740564332683 0.00044876739539782357 3.6720384047663816e-05 -0.00016927654591271417 -6.628029594315916e-05 -1.4780509018740384e-05 1.096979992099747e-05 2.3845056878095193e-05 3.028271195866048e-05 2.706388163625875e-05 2.8673295979489136e-05 2.7868589271380174e-05 2.827094290440801e-05 2.847211895746788e-05 2.8371531780656084e-05 2.8421826655239105e-05 2.839667906139062e-05 2.83841049285456e-05 
nan nan 0.4651000000000004 71.03862986591929 -0.08100500401769871 -1.6721887421165509 6.941626665942097 0.006465746089571952 -1.2186538618210132 -0.7287486073571474 -0.39566023664535105 -0.20374950739585024 -0.10099795951262128 -0.047863801371453414 -0.02084954666172353 -0.007229667654059423 -0.000391419868153187 0.003034796181176482 0.0013210966929392272 0.00046469057946736935 3.6598402021422355e-05 -0.0001774199711444165 -7.041309457244515e-05 -1.6907923070104246e-05 9.845095977542598e-06 2.3221712389519303e-05 2.9910048335924086e-05 2.6565877463723664e-05 2.8237962047866102e-05 2.7401920236815925e-05 2.781994143204397e-05 2.8028951236575294e-05 2.7924447217107292e-05 2.797670056309925e-05 2.7950573727449465e-05 2.7937509960623558e-05 
nan nan 0.4661000000000004 74.3427306890839 -0.08210269662788246 -1.732629579092408 7.231492996867764 0.00671695483816664 -1.2645461523472028 -0.7567212724325533 -0.4109889087971947 -0.21167981333889024 -0.10493861501732381 -0.049734212165733066 -0.021665621447625755 -0.007513725638253512 -0.00040825154515737984 0.003151882849807251 0.0013711987347214273 0.000481319399918691 3.649538347537637e-05 -0.00018588771646962758 -7.469857591534906e-05 -1.9102197838789338e-05 8.6964431414953e-06 2.2595875125057845e-05 2.9545620048374697e-05 2.6070744565503995e-05 2.7808181419456418e-05 2.6939463491744785e-05 2.7373822756487133e-05 2.7591001564882878e-05 2.748241307797753e-05 2.7536708709912176e-05 2.7509560724933276e-05 2.7495986369802812e-05 
nan nan 0.4671000000000004 77.81344197819864 -0.08321947364810325 -1.7954898052878978 7.534592608834759 0.006978983922060196 -1.3123449207638802 -0.7858762989253179 -0.42697095062156853 -0.21994952883874402 -0.1090482609026912 -0.05168490267673456 -0.0225167272232078 -0.007809964604551837 -0.0004257825006870592 0.003274025302862157 0.0014234778441086016 0.0004986868186533776 3.641195075493515e-05 -0.00019469532665717808 -7.914420140559266e-05 -2.1366752924401552e-05 7.522442771947728e-06 2.1967156933453593e-05 2.9189544192232724e-05 2.5578347413815955e-05 2.7383944878402434e-05 2.648114666437947e-05 2.693254608393619e-05 2.715824493752295e-05 2.7045396463998942e-05 2.7101822143711048e-05 2.7073609128212425e-05 2.7059502243595972e-05 
nan nan 0.4681000000000004 81.4598791981665 -0.0843557915594875 -1.8608768412233554 7.851586697589088 0.007252345004862259 -1.3621376622201808 -0.8162687987424658 -0.44363704720590263 -0.22857465345587025 -0.11333487810073245 -0.05371966790988952 -0.023404520894696093 -0.008118961001021321 -0.0004440460859089119 0.0034014624565466677 0.0014780367436512613 0.0005168275063754606 3.634875988238081e-05 -0.00020385915021581489 -8.375781752058678e-05 -2.3705183612994046e-05 6.321625222447768e-06 2.1335150998921454e-05 2.8841945369844128e-05 2.508854490166018e-05 2.69652441722974e-05 2.6026895075052048e-05 2.6496069948376056e-05 2.6730656495244414e-05 2.6613364212608522e-05 2.6672011853694968e-05 2.6642687850592027e-05 2.662802545733344e-05 
nan nan 0.4691000000000004 85.2916987476991 -0.08551212099545193 -1.9289033930344541 8.183172598371112 0.007537576384886095 -1.4140163046478855 -0.847956714653793 -0.4610194703906194 -0.23757201683948936 -0.11780686228926691 -0.05584250024659803 -0.024330745577382885 -0.008441321273566773 -0.0004630773863524572 0.0035344456640212583 0.0015349835038942121 0.0005357779397795082 3.6306502487582896e-05 -0.0002133963850834703 -8.854767766143434e-05 -2.6121270851892624e-05 5.092445818898509e-06 2.069943079544407e-05 2.850295613218274e-05 2.460119004121986e-05 2.6552072082635426e-05 2.5576631620638096e-05 2.606435218901496e-05 2.6308211548356137e-05 2.6186282898638573e-05 2.624724878254621e-05 2.6216765650815766e-05 2.6201523677760432e-05 
nan nan 0.4701000000000004 89.31913274350937 -0.08668894728028127 -1.9996877400858313 8.530085943871898 0.007835244517944031 -1.4680774562204049 -0.8810009802526698 -0.4791521689620123 -0.24695932604878243 -0.12247304756983572 -0.05805760072060514 -0.025297235522646625 -0.008777683580666962 -0.00048291332104456616 0.003673239426439776 0.0015944318491305852 0.0005555765048109246 3.628590785852601e-05 -0.00022332512717234825 -9.352246540098224e-05 -2.8618991848650933e-05 3.833280585296368e-06 2.005954897489249e-05 2.8172717448171413e-05 2.4116129642580743e-05 2.6144422498831835e-05 2.5130276650926944e-05 2.563734992547983e-05 2.589088560133476e-05 2.5764118834218473e-05 2.5827503838685303e-05 2.579581113914429e-05 2.577996436602695e-05 
